start_node;end_node;distance;danger;converted;cyclability;section_id;way_id;is_following_way;facility;road_type;is_DSC;nodes;geometry;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3106492903;2881349492;94.8942703241;109.1284108727;False;3;115574383;230570930;False;;residential;False;[3106492903;;2390628307;;2739177978;;2390628304;;2390628301;;2881349492];[(0.6835962;;47.41821);;(0.6835495;;47.4180591);;(0.6835016;;47.4178872);;(0.683475;;47.4177078);;(0.6834644;;47.4174578);;(0.6834588;;47.4173639)];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2881349492;2390628296;11.2889149371;12.9822521777;False;3;115574384;230570930;False;;residential;False;[2881349492;;2390628296];[(0.6834588;;47.4173639);;(0.683471;;47.4172627)];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2739177995;6304480771;16.1807712146;18.6078868968;False;3;115574385;230570932;False;cheminement;trottoir;uni;footway;False;[2739177995;;1035649662;;6304480771];[(0.6835927;;47.4183855);;(0.6835834;;47.4182992);;(0.6835652;;47.4182415)];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6304480771;3106492902;5.8905386044;6.774119395;False;3;115574386;230570932;False;cheminement;trottoir;uni;footway;False;[6304480771;;3106492902];[(0.6835652;;47.4182415);;(0.6835488;;47.4181897)];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3106492902;2390628298;92.7379090717;106.6485954325;False;3;115574387;230570932;False;cheminement;trottoir;uni;footway;False;[3106492902;;2390628305;;2390628303;;2390628300;;2390628298];[(0.6835488;;47.4181897);;(0.6834676;;47.4179349);;(0.6834227;;47.4176795);;(0.6834237;;47.4174742);;(0.6834159;;47.4173634)];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2390628298;483408942;14.0908364713;16.204461942;False;3;115574388;230570932;False;cheminement;trottoir;uni;footway;False;[2390628298;;7306363088;;7306363087;;483408942];[(0.6834159;;47.4173634);;(0.6833512;;47.4173231);;(0.683316;;47.4173203);;(0.6833121;;47.4172773)];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1035649408;1035649229;33.8965277074;38.9810068635;False;3;115574394;230572464;False;cheminement;trottoir;uni;footway;False;[1035649408;;2739178023;;2739178027;;2739178032;;2739178033;;1035649229];[(0.6834345;;47.4187461);;(0.6835043;;47.4187424);;(0.683612;;47.4187717);;(0.683706;;47.4188084);;(0.683744;;47.4188376);;(0.6837759;;47.4189)];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1035649229;2739178034;3.5888630482;4.1271925054;False;3;115574395;230572464;False;cheminement;trottoir;uni;footway;False;[1035649229;;2739178034];[(0.6837759;;47.4189);;(0.6838219;;47.4188918)];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2739178034;1035649386;13.8791352766;15.9610055681;False;3;115574396;230572464;False;cheminement;trottoir;uni;footway;False;[2739178034;;7306345780;;7306345781;;1035649386];[(0.6838219;;47.4188918);;(0.6838846;;47.4188826);;(0.6839276;;47.4188763);;(0.6840017;;47.4188655)];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1035649386;2739178029;3.3186777918;3.8164794606;False;3;115574397;230572464;False;cheminement;trottoir;uni;footway;False;[1035649386;;2739178029];[(0.6840017;;47.4188655);;(0.6840427;;47.4188547)];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
